Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,Body,Excerpt,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
30169043,"Abraham Lincoln and Mexico: A History of Courage, Intrigue and Unlikely Friendships",Michael Hogan,"Hogan, Michael",,"=""""","=""""",4,4.73,EgretBooks.com,Kindle Edition,362,2016,,2017/11/02,2017/09/15,,,read,,,,1,,,0,,,,,
23665303,"Pledge to the Wind, the Legend of Everett Ruess",Robert Louis DeMayo,"DeMayo, Robert Louis",,"=""""","=""9780991118328""",4,4.38,Wayward Publishing,Paperback,314,2014,2014,,2014/12/09,,,read,,,,1,,,0,,,,,
23272467,Eddie: The Life and Times of America's Preeminent Bad Boy,Ken Osmond,"Osmond, Ken","Christopher J. Lynch, Jerry Mathers","=""""","=""""",1,4.20,,Kindle Edition,235,2014,2014,2018/07/25,2017/08/22,,,read,,,,1,,,0,,,,,
18780799,Flour Water Salt Yeast: The Fundamentals of Artisan Bread and Pizza,Ken Forkish,"Forkish, Ken",,"=""""","=""""",3,4.45,Ten Speed Press,Kindle Edition,272,2012,2012,2018/07/25,2017/03/16,,,read,,,,1,,,0,,,,,
18991818,"How to Retire the Cheapskate Way: The Ultimate Cheapskate's Guide to a Better, Earlier, Happier Retirement",Jeff Yeager,"Yeager, Jeff",,"=""""","=""""",4,3.61,Crown Business,Kindle Edition,320,2013,2012,2017/08/20,2017/08/20,,,read,,,,1,,,0,,,,,
23595384,On Hearing of My Mother's Death Six Years After It Happened: A Daughter's Memoir of Mental Illness,Lori Schafer,"Schafer, Lori",,"=""""","=""""",4,3.62,,Kindle Edition,110,2014,2014,2017/08/24,2017/08/22,,,read,,,,1,,,0,,,,,
33391886,"Leviathan Wakes (Expanse, #1)",James S.A. Corey,"Corey, James S.A.",,"=""""","=""""",5,4.22,Orbit,Kindle Edition,583,,2011,2017/10/09,2017/10/05,,,read,,,,1,,,0,,,,,
18142735,"Caliban's War (Expanse, #2)",James S.A. Corey,"Corey, James S.A.",,"=""""","=""""",5,4.30,Orbit,Kindle Edition,583,2012,2012,2017/10/11,2017/10/09,,,read,,,,1,,,0,,,,,
19887474,"The Fifth Season (The Broken Earth, #1)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",5,4.31,Orbit,Kindle Edition,496,2015,2015,2017/12/15,2017/12/12,,,read,,,,1,,,0,,,,,
40116990,What You Make It: The Authorized Biography of Doug Pinnick,Chris Smith,"Smith, Chris",,"=""""","=""""",4,3.54,,Kindle Edition,144,2018,,2018/07/19,2018/07/15,,,read,,,,1,,,0,,,,,
1820055,"Good Calories, Bad Calories: Challenging the Conventional Wisdom on Diet, Weight Control, and Disease",Gary Taubes,"Taubes, Gary",,"=""1400040787""","=""9781400040780""",1,4.18,Knopf,Hardcover,601,2007,2004,2008/12/11,2008/01/20,,,read,"I am leaving my originsl review of this book here (below) but ten years later and I have completely, utterly changed my mind. This book is generally bullshit.<br/><br/>Taubes makes critical errors throughout. The voluminous footnotes gives the appearance of a thorough researcher, but given that he generally misinterprets, slants and selectively quotes them all, the volume only serves to mask his bias. His foundation is equally problematic. Here is a <a href=""http://anthonycolpo.com/the-art-of-bullshit-part-1-gary-taubes-and-nusi/"">very thorough recap</a><br/><br/>The current science shows that <a href=""https://examine.com/nutrition/low-fat-vs-low-carb-for-weight-loss/"">the makeup of the diet doesn't really matter.</a> In other words, in the end, it really is just Calories In/Calories Out.<br/><br/><hr><br/>NOTE: This review (below) is old and completely wrong. I leave it here as a reminder of how easy it is for authors to mislead<br/>-----<br/>Still in the first part of this book, but so far it is a thorough overview of the history of medical research into diet.  It has almost completely shattered my view of the state of government-funded research in America.  It is disturbing to discover that everything you have heard about healthy eating your whole life might be totally wrong.",,,1,,,0,,,,,
34811896,Pandemic (The Extinction Files #1),A.G. Riddle,"Riddle, A.G.",,"=""""","=""""",0,4.06,Riddle Inc.,Kindle Edition,696,2017,2017,,2017/10/23,currently-reading,currently-reading (#1),currently-reading,,,,1,,,0,,,,,
35260199,Coming Clean,Kimberly Rae Miller,"Miller, Kimberly Rae",,"=""""","=""""",5,3.93,,Kindle Edition,271,2013,2013,2017/09/28,2017/09/28,,,read,,,,1,,,0,,,,,
6586393,I Never Promised You a Rose Garden,Hannah  Green,"Green, Hannah",Joanne Greenberg,"=""""","=""""",5,3.86,,Kindle Edition,288,,1964,2017/09/13,2017/09/13,,,read,,,,1,,,0,,,,,
8947338,Ishmael: An Adventure of the Mind and Spirit,Daniel Quinn,"Quinn, Daniel",,"=""""","=""""",5,3.98,Bantam,Kindle Edition,274,2009,1992,2017/08/22,2017/08/22,,,read,,,,1,,,0,,,,,
26247312,Beacon 23 (Beacon 23 #1-5),Hugh Howey,"Howey, Hugh",,"=""""","=""""",5,3.90,Broad Reach Publishing,Kindle Edition,245,2015,2015,2017/08/22,2017/08/21,,,read,,,,1,,,0,,,,,
24976878,On the Move: A Life,Oliver Sacks,"Sacks, Oliver",,"=""""","=""""",5,4.05,Knopf,Kindle Edition,416,2015,2015,,2017/07/03,,,read,,,,1,,,0,,,,,
16064673,The Call of the Wild,Jack London,"London, Jack",,"=""""","=""""",5,3.84,,Kindle Edition,150,2012,1903,2017/06/13,2017/06/13,,,read,,,,1,,,0,,,,,
6557602,The Sociopath Next Door,Martha Stout,"Stout, Martha",,"=""""","=""""",5,3.75,Harmony,Kindle Edition,256,2005,2005,2017/02/07,2017/02/07,,,read,,,,2,,,0,,,,,
1300326,Everett Ruess: A Vagabond for Beauty,W.L. Rusho,"Rusho, W.L.",Everett Ruess,"=""0879052104""","=""9780879052102""",5,4.11,Gibbs Smith,Paperback,228,1973,1973,,2013/01/14,,,read,,,,1,,,0,,,,,
31177867,Lisa Emmer Historical Thrillers Vol. 1-2 (Lisa Emmer Historical Thriller Series),Rob Swigart,"Swigart, Rob",,"=""""","=""""",5,3.98,booksBnimble,Kindle Edition,623,2016,,,2016/12/09,,,read,,,,1,,,0,,,,,
16150119,"Wired (Wired, #1)",Douglas E. Richards,"Richards, Douglas E.",,"=""""","=""""",4,3.77,Paragon Press,Kindle Edition,352,2012,2005,,2016/12/04,,,read,"<strong>A really good read!</strong><br/><br/>Great book, great characters. Opens a lot of interesting doors. Slight bit too much military hero-worship, but I am an outlier on this...",,,1,,,0,,,,,
28218574,"Home (The Traveler, #1)",Tom Abrahams,"Abrahams, Tom",,"=""""","=""""",2,3.81,Piton Press,Kindle Edition,278,2015,2015,,2016/12/02,,,read,"<strong>Guns and God</strong><br/><br/>Mostly a good read, but way too much military rah-rah and the unique American version of Christianity, with a side of Trump. If you like that kind of doomer porn, you will probably love this author!",,,1,,,0,,,,,
30362787,Before I Go to Sleep,S.J. Watson,"Watson, S.J.",,"=""""","=""""",5,3.88,HarperCollins e-books,Kindle Edition,371,2014,2011,2016/11/30,2016/11/30,,,read,,,,1,,,0,,,,,
11250477,Still Life With Brass Pole,Craig Machen,"Machen, Craig",,"=""""","=""""",4,3.34,,Kindle Edition,280,2011,2011,,2016/11/23,,,read,,,,1,,,0,,,,,
9572170,The Templar Concordat,Terrence O'Brien,"O'Brien, Terrence",,"=""""","=""""",5,3.94,Ardgroom Circle,Kindle Edition,412,2010,2010,,2016/11/13,,,read,,,,1,,,0,,,,,
30624628,Ocean of Storms,Christopher Mari,"Mari, Christopher",Jeremy K. Brown,"=""""","=""""",4,3.69,47North,Kindle Edition,410,2016,2016,,2016/11/11,,,read,,,,1,,,0,,,,,
21847076,The Good Girl,Mary Kubica,"Kubica, Mary",,"=""""","=""""",5,3.82,Harlequin MIRA,Kindle Edition,400,2014,2014,2016/11/10,2016/11/10,,,read,,,,1,,,0,,,,,
7876209,The Art of Racing in the Rain,Garth Stein,"Stein, Garth",,"=""""","=""""",5,4.20,HarperCollins e-books,Kindle Edition,338,2009,2008,2016/11/06,2016/11/06,,,read,,,,1,,,0,,,,,
6582214,The Life and Times of the Thunderbolt Kid,Bill Bryson,"Bryson, Bill",,"=""""","=""""",5,3.94,,Kindle Edition,,,2006,2016/10/14,2016/10/14,,,read,,,,1,,,0,,,,,
22080193,Smoke Gets in Your Eyes: And Other Lessons from the Crematory,Caitlin Doughty,"Doughty, Caitlin",,"=""""","=""""",5,4.11,W. W. Norton & Company,Kindle Edition,256,2014,2014,2016/09/27,2016/09/27,,,read,,,,1,,,0,,,,,
25206557,Around the World in 50 Years: My Adventure to Every Country on Earth,Albert Podell,"Podell, Albert",,"=""""","=""""",5,3.68,Thomas Dunne Books,Kindle Edition,368,2015,2015,2016/09/20,2016/09/20,,,read,,,,1,,,0,,,,,
24420352,Those Girls: A Novel,Chevy Stevens,"Stevens, Chevy",,"=""""","=""""",5,3.88,St. Martin's Press,Kindle Edition,385,2015,2015,2016/08/31,2016/08/31,,,read,,,,1,,,0,,,,,
11459962,What Alice Forgot,Liane Moriarty,"Moriarty, Liane",,"=""""","=""""",5,4.07,Berkley,Kindle Edition,496,2011,2009,2016/07/17,2016/07/17,,,read,,,,1,,,0,,,,,
11869272,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",Katherine Boo,"Boo, Katherine",,"=""1400067553""","=""9781400067558""",5,3.97,Random House,Hardcover,256,2012,2012,2013/02/02,2013/01/14,,,read,,,,1,,,0,,,,,
9097550,Something Porcine This Way Comes (Dunkin the Vampire Slayer #1),Greg Crites,"Crites, Greg",,"=""""","=""""",5,4.39,veinarmor,Kindle Edition,177,2010,2006,,2016/01/14,,,read,,,,1,,,0,,,,,
10159133,"A Dog Year: Twelve Months, Four Dogs, and Me",Jon Katz,"Katz, Jon",,"=""""","=""""",5,4.11,,Kindle Edition,,,2002,2016/06/06,2016/06/06,,,read,,,,1,,,0,,,,,
19473852,Five Days at Memorial: Life and Death in a Storm-Ravaged Hospital,Sheri  Fink,"Fink, Sheri",,"=""""","=""""",5,3.88,Broadway Books,Kindle Edition,602,2013,2013,2016/06/03,2016/06/03,,,read,,,,1,,,0,,,,,
12260990,Elephant Girl: A Human Story,Jane Devin,"Devin, Jane",,"=""""","=""""",5,3.65,,Kindle Edition,488,2011,2011,2016/05/11,2016/05/11,,,read,,,,1,,,0,,,,,
18889979,Spillover: Animal Infections and the Next Human Pandemic,David Quammen,"Quammen, David",,"=""""","=""""",5,4.29,W. W. Norton & Company,Kindle Edition,592,2012,2012,2016/05/06,2016/05/06,,,read,,,,1,,,0,,,,,
28011471,On My Own,Diane Rehm,"Rehm, Diane",,"=""""","=""""",5,3.49,Vintage,Kindle Edition,177,2016,2016,2016/04/18,2016/04/18,,,read,,,,1,,,0,,,,,
4982066,"Plum Island (John Corey, #1)",Nelson DeMille,"DeMille, Nelson",,"=""""","=""""",5,4.03,,Kindle Edition,608,,1997,2016/02/28,2016/02/28,,,read,,,,1,,,0,,,,,
6277040,"The Dark Tower (The Dark Tower, #7)",Stephen King,"King, Stephen",,"=""""","=""""",5,4.28,,Kindle Edition,1072,,2004,2016/02/18,2016/02/18,,,read,,,,1,,,0,,,,,
26186404,How Not to Die: Discover the Foods Scientifically Proven to Prevent and Reverse Disease,Michael Greger,"Greger, Michael",Gene Stone,"=""""","=""""",5,4.53,Flatiron Books,Kindle Edition,576,2015,2015,,2016/01/14,,,read,,,,1,,,0,,,,,
216363,The Man in the High Castle,Philip K. Dick,"Dick, Philip K.",,"=""0679740678""","=""9780679740674""",0,3.65,Vintage,Paperback,259,1992,1962,,2016/01/14,to-read,to-read (#9),to-read,,,,0,,,0,,,,,
13820672,Trial Junkies (Trial Junkies #1),Robert Gregory Browne,"Browne, Robert Gregory",,"=""""","=""""",5,3.65,Penname Press/Braun Haus Media,Kindle Edition,375,2012,2014,,2016/01/14,,,read,,,,1,,,0,,,,,
13252282,"Night of the Assassin (Assassin, #1)",Russell Blake,"Blake, Russell",,"=""""","=""""",5,3.82,,Kindle Edition,191,2011,2011,,2016/01/14,,,read,,,,1,,,0,,,,,
12859904,This Is Life (Jack Palms #2),Seth Harwood,"Harwood, Seth",,"=""""","=""""",5,3.95,,Kindle Edition,240,,2007,,2016/01/14,,,read,,,,1,,,0,,,,,
925,"A Clean Kill in Tokyo (John Rain, #1)",Barry Eisler,"Eisler, Barry",,"=""""","=""""",5,3.95,Barry Eisler,Kindle Edition,363,2002,2003,,2016/01/14,,,read,,,,1,,,0,,,,,
20621701,Amor and Exile,Nathaniel Hoffman,"Hoffman, Nathaniel",Nicole Salgado,"=""""","=""""",4,3.63,Cordillera West Books,Kindle Edition,315,2013,2013,,2016/01/14,,,read,,,,1,,,0,,,,,
20335181,"No Place to Hide: Edward Snowden, the NSA, and the U.S. Surveillance State",Glenn Greenwald,"Greenwald, Glenn",,"=""""","=""""",5,4.08,Metropolitan Books,Kindle Edition,304,2014,2014,,2016/01/14,,,read,,,,1,,,0,,,,,
22174807,Life on Foot: A Walk Across America,Nate Damm,"Damm, Nate",,"=""""","=""""",5,3.92,,Kindle Edition,286,2014,2014,,2016/01/14,,,read,,,,1,,,0,,,,,
22584319,I Promise I Won't Kill You: A Hitchhiking Adventure,Nate Damm,"Damm, Nate",,"=""""","=""""",5,3.77,,Kindle Edition,59,2014,2014,,2016/01/14,,,read,,,,1,,,0,,,,,
22847530,Mexican Humor 201,Cabo Bob,"Bob, Cabo","Linton Robinson, Escrit Lit, Jessica Creager","=""""","=""""",1,3.22,,Kindle Edition,159,2014,2014,,2016/01/14,,,read,,,,1,,,0,,,,,
21946734,Married with Luggage: What We Learned About Love by Traveling the World,Warren Talbot,"Talbot, Warren",Betsy Talbot,"=""""","=""""",5,4.00,ES Scott Publishing,Kindle Edition,280,2014,2014,,2016/01/14,,,read,,,,1,,,0,,,,,
19298805,Living at Lake Chapala,Judy King,"King, Judy",,"=""""","=""""",5,4.71,www.ajijicbooks.com,Kindle Edition,454,2013,2013,,2016/01/14,,,read,,,,1,,,0,,,,,
259028,The Devil in the White City,Erik Larson,"Larson, Erik",,"=""0375725601""","=""9780375725609""",3,3.99,Vintage Books,Paperback,447,2004,2003,2007/11/01,2008/01/09,,,read,"While the information about the fair itself was very interesting, it paled in comparison to the intrigue of one of America's first serial killers.  Unfortunately the pages dedicated to the former outnumbered those dedicated to the latter a good two or three to one.  The result is a read that is a bit dry for my tastes.",,,1,,,0,,,,,
4719232,Nocturnal,Scott Sigler,"Sigler, Scott",,"=""""","=""""",5,4.21,,Podcast Novel,1,2007,2007,,2013/01/14,,,read,,,,1,,,0,,,,,
18760942,Designer Devil,Stuart Peel,"Peel, Stuart",,"=""""","=""""",4,4.00,,Kindle Edition,329,2012,2012,,2013/01/14,,,read,,,,1,,,0,,,,,
8179291,Rise and Shine: The Extraordinary Story of One Man's Journey from Near Death to Full Recovery,Simon  Lewis,"Lewis, Simon",,"=""1595800514""","=""9781595800510""",5,3.96,Santa Monica Press,Hardcover,360,2010,2010,,2013/04/18,,,read,"Incredible loss, incredible journey. I first heard of Simon when I saw a TED talk that he gave. That led me to this astounding book.<br/><br/>I recommend this book to everyone I meet who is dealing with either American insurance companies or doctors. Simon's insights on both, forged through painful trial and error, are eye-opening. ",,,1,,,0,,,,,
12262741,Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,"Strayed, Cheryl",,"=""0307592731""","=""9780307592736""",5,3.98,Knopf,Hardcover,315,2012,2012,2013/04/18,2013/01/14,,,read,,,,1,,,0,,,,,
1287676,"A Dragon Apparent: Travels in Cambodia, Laos & Vietnam",Norman Lewis,"Lewis, Norman",,"=""090787133X""","=""9780907871330""",0,3.93,Eland,Paperback,336,2003,1951,,2013/03/29,to-read,to-read (#8),to-read,,,,0,,,0,,,,,
16000331,Fast Times in Palestine: A Love Affair with a Homeless Homeland,Pamela J. Olson,"Olson, Pamela J.",,"=""158005482X""","=""9781580054829""",0,4.10,Seal Press,Paperback,320,2013,2011,,2013/02/26,to-read,to-read (#7),to-read,,,,0,,,0,,,,,
